Time,Temperature,Humidity,Pressure,VOC,PM1.0,PM2.5,PM10
2022-09-13 10:26:27.072,75.56,47.4248046875,0.9189643474,95,0,1,1
2022-09-13 10:26:32.068,75.56,47.5498046875,0.9188307658,95,0,1,1
2022-09-13 10:26:37.096,75.56,47.2099609375,0.9187380490000001,96,0,0,0
2022-09-13 10:26:42.132,75.578,47.40234375,0.9182235381,96,0,0,0
2022-09-13 10:26:47.100,75.614,47.34765625,0.9175439489,96,0,0,0
2022-09-13 10:26:52.072,75.632,47.4296875,0.9168242274,97,0,1,1
2022-09-13 10:26:57.069,75.686,47.1943359375,0.9156586556,97,0,1,1
2022-09-13 10:27:02.098,75.704,47.330078125,0.9151955727000001,97,0,0,0
2022-09-13 10:27:07.105,75.686,47.3076171875,0.9156895355,98,0,1,1
2022-09-13 10:27:12.072,75.632,47.28125,0.9170818684,98,1,1,1
2022-09-13 10:27:17.071,75.56,47.333984375,0.9189334675,98,1,1,1
2022-09-13 10:27:22.098,75.488,47.431640625,0.9206790109,98,0,1,1
2022-09-13 10:27:27.109,75.434,47.4736328125,0.9222671092,99,0,1,1
2022-09-13 10:27:32.107,75.362,47.5712890625,0.9239141145,99,0,1,1
2022-09-13 10:27:37.074,75.272,47.6005859375,0.9259452874,100,0,0,0
2022-09-13 10:27:42.069,75.2,47.7548828125,0.9278095701,100,0,0,0
2022-09-13 10:27:47.109,75.146,47.7509765625,0.9292538320000001,100,0,0,0
2022-09-13 10:27:52.100,75.092,47.9521484375,0.9306340211,101,0,0,0
2022-09-13 10:27:57.073,75.038,48.369140625,0.9319810171,102,1,1,1
2022-09-13 10:28:02.101,74.984,48.08203125,0.9334102825,102,1,1,1
2022-09-13 10:28:07.075,74.966,48.3984375,0.9339257572,103,0,0,0
2022-09-13 10:28:12.132,74.966,48.205078125,0.9340861322,103,0,1,1
2022-09-13 10:28:17.070,75.038,48.2216796875,0.9322658756000001,103,0,1,1
2022-09-13 10:28:22.075,75.128,49.087890625,0.9299553571,104,0,0,0
2022-09-13 10:28:27.096,75.182,48.23046875,0.9285827242,104,0,0,0
2022-09-13 10:28:32.105,75.128,48.0576171875,0.9297319115,104,1,1,1
2022-09-13 10:28:37.134,75.164,48.0126953125,0.9290301937000001,104,0,1,1
2022-09-13 10:28:42.069,75.128,47.978515625,0.9297009545,103,0,0,0
2022-09-13 10:28:47.070,75.11,47.9990234375,0.9301564042,103,0,0,0
2022-09-13 10:33:52.084,75.11,47.9873046875,0.9301564042,103,0,0,0
2022-09-13 10:33:57.106,75.056,48.0185546875,0.9315265698,103,0,1,1
2022-09-13 10:34:02.093,75.038,48.07421875,0.9322658756000001,103,0,1,1
2022-09-13 10:34:07.072,75.002,47.8564453125,0.9329960446000001,103,0,0,0
2022-09-13 10:34:12.112,74.966,48.591796875,0.9338637660000001,103,0,1,1
